MMSI,TrackNumber,SimpleVesselType,ComplexVesselType,StartTime,ContestVesselType
276299000,101423,Trawler,Midwater Pair Trawler,1436020906,Trawler
276370000,120448,Trawler,Midwater Pair Trawler,1435709856,Trawler
276371000,102803,Trawler,Midwater Pair Trawler,1435709489,Trawler
276381000,116277,Trawler,Midwater Pair Trawler,1435709072,Trawler
276385000,120317,Trawler,Midwater Pair Trawler,1436811298,Trawler
276458000,129393,Trawler,Midwater Pair Trawler AND BottomPairTrawler,1435712580,Trawler
276598000,118683,Trawler,Midwater Pair Trawler,1443024786,Trawler
276643000,108785,Trawler,Midwater Pair Trawler,1435708919,Trawler
276761000,129054,Trawler,Midwater Pair Trawler,1435780550,Trawler
276785000,108864,Trawler,Midwater Otter Trawler,1435708864,Trawler
276787000,106039,Trawler,Midwater Otter Trawler,1435709036,Trawler
276790000,125398,Trawler,Midwater Pair Trawler,1436949726,Trawler
276811000,131030,Trawler,Midwater Pair Trawler,1435744828,Trawler
276825000,115545,Trawler,Midwater Pair Trawler AND BottomPairTrawler,1439815099,Trawler
277312000,122371,Fishing Support Vessel,Fish Carrier,1435709783,Support
277327000,110598,Fishing Support Vessel,Fish Carrier,1435714046,Support
277330000,126280,Trawler,Trawler,1435714947,Trawler
277336000,111627,Trawler,Midwater Pair Trawler AND Bottom Otter Trawler,1435709043,Trawler
277380000,124176,Fishing Support Vessel,Fish Carrier,1435709028,Support
277397000,122224,Fishing Support Vessel,Fish Carrier,1435712675,Support
277506000,131921,Trawler,Trawler,1435813575,Trawler
277510000,113835,Trawler,Midwater Pair Trawler,1435709180,Trawler
277524000,101808,Trawler,Midwater Pair Trawler,1435721904,Trawler
303158000,118153,Trawler,Trawler,1435709005,Trawler
303159000,108261,Trawler,Trawler,1435709127,Trawler
303303000,118025,Trawler,Trawler,1435709538,Trawler
303328000,110496,Trawler,Trawler,1435708888,Trawler
303345000,121107,Purse Seiner,Single Purse Seine,1442475691,Seiner
303428000,105165,Trawler,Trawler,1435708910,Trawler
303429000,127540,Trawler,Trawler,1436748091,Trawler
303636000,100457,Trawler,Trawler,1435709154,Trawler
303648000,111984,Trawler,Trawler,1435708908,Trawler
303679000,116864,Trawler,Trawler,1440186149,Trawler
303684000,118236,Trawler,Trawler,1435709070,Trawler
306034000,120007,Purse Seiner,Purse Seiner,1442321482,Seiner
306094000,118383,Purse Seiner,Purse Seiner,1436392001,Seiner
306497000,105170,Fishing Support Vessel,Fish Carrier,1435710446,Support
306783000,122030,Purse Seiner,Purse Seiner,1435720339,Seiner
306796000,105613,Fishing Support Vessel,Fish Carrier,1435709412,Support
306862000,121885,Fishing Support Vessel,Fish Carrier,1435712716,Support
306872000,114907,Fishing Support Vessel,Fish Carrier,1435709373,Support
308228000,106154,Fishing Support Vessel,Fish Carrier,1435712690,Support
308541000,126769,Fishing Support Vessel,Fish Carrier,1435709241,Support
308868000,111204,Fishing Support Vessel,Fish Carrier,1435712669,Support
309681000,116672,Fishing Support Vessel,Fish Carrier,1435708971,Support
309689000,115184,Fishing Support Vessel,Fish Carrier,1435712713,Support
311004000,119981,Fishing Support Vessel,Fish Carrier,1435708901,Support
311009600,121501,Fishing Support Vessel,Fish Carrier,1435712686,Support
311009700,102053,Fishing Support Vessel,Fish Carrier,1435709571,Support
311011400,107973,Fishing Support Vessel,Fish Carrier,1435719977,Support
311040500,131902,Fishing Support Vessel,Fish Carrier,1435709118,Support
311043800,108824,Fishing Support Vessel,Fish Carrier,1435727145,Support
311449000,116164,Fishing Support Vessel,Fish Carrier,1435713644,Support
311461000,101399,Fishing Support Vessel,Fish Carrier,1435709289,Support
312590000,102059,Purse Seiner,Purse Seiner,1436265498,Seiner
316001012,131341,Troller,Troller,1439658088,Other
316001649,107937,Troller,Troller,1435709635,Other
316002950,113413,Pole and Line,Handliner,1435709324,Other
316005100,124752,Trawler,Trawler,1435709416,Trawler
316006888,132499,Troller,Troller,1435710406,Other
338000000,104071,Purse Seiner,Tuna purse seiner,1435720240,Seiner
338013000,119005,Purse Seiner,Tuna purse seiner,1436930821,Seiner
338074000,111949,Purse Seiner,Single Purse Seine,1435709902,Seiner
338097119,124354,Pole and Line,Hook and Line,1437778531,Other
338132000,128961,Trawler,Trawler,1435709017,Trawler
338162000,124812,Trawler,Trawler,1435709123,Trawler
338165129,127374,Trawler,Trawler,1435709306,Trawler
338188519,125519,Pole and Line,Pole and Line,1436465495,Other
338191647,103621,Pole and Line,Pole and Line,1435853223,Other
338271000,108804,Trawler,Trawler,1435709301,Trawler
338287000,132487,Troller,Troller,1435709223,Other
338296000,116487,Trawler,Trawler,1435709027,Trawler
338381000,117475,Longliner,Longliner,1435813617,Longliner
338382000,110457,Longliner,Longliner,1436320710,Longliner
338417000,119003,Trawler,Trawler,1435709284,Trawler
338494100,101030,Trawler,Trawler,1435708880,Trawler
338568000,114716,Trawler,Trawler,1435709214,Trawler
338603000,122099,Trawler,Trawler,1435714557,Trawler
338712000,111226,Purse Seiner,Single Purse Seine,1435709940,Seiner
338793000,113124,Purse Seiner,Single Purse Seine,1438811797,Seiner
338873000,104443,Purse Seiner,Single Purse Seine,1440102316,Seiner
350107000,111688,Purse Seiner,Single Purse Seine,1435710042,Seiner
351238000,109798,Fishing Support Vessel,Fish Carrier,1435708965,Support
351350000,118774,Fishing Support Vessel,FISH CARRIER,1435714840,Support
351478000,128449,Fishing Support Vessel,Fish Carrier,1435709079,Support
351763000,125535,Fishing Support Vessel,FISH CARRIER,1435709041,Support
352085000,112232,Fishing Support Vessel,FISH CARRIER,1435711066,Support
352241000,109181,Fishing Support Vessel,Fish Carrier,1435709121,Support
352247000,101965,Fishing Support Vessel,Fish Carrier,1435709380,Support
352349000,100151,Fishing Support Vessel,Fish Carrier,1435709135,Support
352351000,115924,Fishing Support Vessel,Fish Carrier,1435708874,Support
352408000,128045,Fishing Support Vessel,Fish Carrier,1435720181,Support
352475000,103775,Fishing Support Vessel,FISH CARRIER,1435709938,Support
352515000,127792,Fishing Support Vessel,Fish Carrier,1435712672,Support
352545000,131809,Fishing Support Vessel,Fish Carrier,1435709555,Support
352577000,130858,Purse Seiner,Purse Seiner,1435724443,Seiner
352784000,118477,Fishing Support Vessel,Fish Carrier,1435719920,Support
352796000,108223,Fishing Support Vessel,FISH CARRIER,1435714645,Support
352844000,107699,Fishing Support Vessel,FISH CARRIER,1435742934,Support
352894000,121382,Fishing Support Vessel,Fish Carrier,1435738134,Support
353019000,110518,Fishing Support Vessel,Fish Carrier,1435731537,Support
353038000,108097,Purse Seiner,Purse Seiner,1435709622,Seiner
353171000,118862,Purse Seiner,Purse Seiner,1435709123,Seiner
353185000,116975,Fishing Support Vessel,FISH CARRIER,1435709713,Support
353242000,112096,Fishing Support Vessel,Fish Carrier,1436782161,Support
353306000,101342,Fishing Support Vessel,Fish Carrier,1435709077,Support
353937000,105985,Fishing Support Vessel,Fish Carrier,1435710125,Support
354062000,113752,Fishing Support Vessel,FISH CARRIER,1435709765,Support
354240000,128327,Fishing Support Vessel,Fish Carrier,1435709279,Support
354469000,125293,Fishing Support Vessel,FISH CARRIER,1435711199,Support
354493000,111302,Fishing Support Vessel,FISH CARRIER,1435736292,Support
354655000,125349,Fishing Support Vessel,Fish Carrier,1435728445,Support
354683000,122567,Fishing Support Vessel,FISH CARRIER,1435711402,Support
354716000,132642,Fishing Support Vessel,FISH CARRIER,1435708851,Support
354871000,130492,Fishing Support Vessel,Fish Carrier,1435740665,Support
354874000,116683,Fishing Support Vessel,FISH CARRIER,1435709868,Support
355141000,118171,Fishing Support Vessel,FISH CARRIER,1435875411,Support
355199000,128430,Fishing Support Vessel,FISH CARRIER,1435738212,Support
355295000,104051,Fishing Support Vessel,FISH CARRIER,1437287563,Support
355317000,107397,Fishing Support Vessel,Fish Carrier,1435718679,Support
355636000,117886,Fishing Support Vessel,Support Vessel,1435709050,Support
355643000,117632,Fishing Support Vessel,FISH CARRIER,1435709825,Support
355794000,129153,Fishing Support Vessel,Fish Carrier,1436733967,Support
355802000,102624,Fishing Support Vessel,Fish Carrier,1435772316,Support
355855000,116747,Fishing Support Vessel,Fish Carrier,1435709156,Support
355874000,124431,Fishing Support Vessel,FISH CARRIER,1436583951,Support
355909000,109404,Fishing Support Vessel,BUNKER,1436121453,Support
355966000,114319,Fishing Support Vessel,FISH CARRIER,1435709770,Support
356386000,106600,Fishing Support Vessel,FISH CARRIER,1435711486,Support
356517000,110422,Fishing Support Vessel,Fish Carrier,1435709142,Support
356567000,128389,Fishing Support Vessel,FISH CARRIER,1435912435,Support
356591000,117636,Fishing Support Vessel,FISH CARRIER,1435709765,Support
356609000,107305,Fishing Support Vessel,Fish Carrier,1436031727,Support
356616000,107500,Fishing Support Vessel,Fish Carrier,1435709053,Support
356636000,114930,Fishing Support Vessel,Fish Carrier,1435709390,Support
356728000,126064,Fishing Support Vessel,Fish Carrier,1435712702,Support
356889000,105498,Fishing Support Vessel,FISH CARRIER,1435711030,Support
356962000,114475,Fishing Support Vessel,Fish Carrier,1435709303,Support
357020000,116214,Fishing Support Vessel,FISH CARRIER,1435715758,Support
357058000,119555,Fishing Support Vessel,FISH CARRIER,1435736605,Support
357497000,112839,Fishing Support Vessel,FISH CARRIER,1435743389,Support
357735000,118447,Fishing Support Vessel,Fish Carrier,1435712921,Support
357805000,110992,Fishing Support Vessel,Fish Carrier,1435915965,Support
359001000,102284,Purse Seiner,Single Purse Seine,1437831840,Seiner
359002000,114749,Purse Seiner,Single Purse Seine,1437470284,Seiner
359003000,100599,Purse Seiner,Tuna purse seiner,1439114069,Seiner
359004000,128057,Purse Seiner,Tuna purse seiner,1437391224,Seiner
361001100,127783,Longliner,Longliner,1435709687,Longliner
365878412,111538,Purse Seiner,Single Purse Seine,1435709930,Seiner
366020000,117036,Purse Seiner,Single Purse Seine,1435709947,Seiner
366046000,129241,Trawler,Trawler,1435714475,Trawler
366207630,102216,Trawler,Trawler,1435709272,Trawler
366207650,129782,Trawler,Trawler,1435709763,Trawler
366218540,128570,Pole and Line,Pole and Line,1435718290,Other
366218620,107276,Pole and Line,Pole and Line,1435708940,Other
366222330,130127,Trawler,Trawler,1435709029,Trawler
366233570,130880,Trawler,Trawler,1435774753,Trawler
366264360,115276,Trawler,Trawler,1435709514,Trawler
366398180,131594,Longliner,Longliner,1436912186,Longliner
366408250,118533,Trawler,Trawler,1435709153,Trawler
366425240,105574,Trawler,Trawler,1435713896,Trawler
366468000,129559,Trawler,Trawler,1435709368,Trawler
366743980,104639,Trawler,Trawler,1435708947,Trawler
366744320,104346,Trawler,Trawler,1435721799,Trawler
366765940,117455,Trawler,Trawler,1435709674,Trawler
366773410,108738,Troller,Troller,1436361922,Other
366794430,108128,Pole and Line,Pole and Line,1435724307,Other
366804620,108525,Trawler,Trawler,1435708923,Trawler
366886330,126346,Pole and Line,Pole and Line,1438757638,Other
366899520,125485,Trawler,Trawler,1435709101,Trawler
366903000,103309,Purse Seiner,Single Purse Seine,1435709995,Seiner
366936280,106041,Trawler,Trawler,1435709006,Trawler
366946000,122055,Trawler,Trawler,1435709021,Trawler
366951350,108191,Longliner,Longliner,1435714293,Longliner
366954430,128958,Trawler,Trawler,1435709156,Trawler
366969110,127999,Trawler,Trawler,1435710010,Trawler
366978060,125310,Trawler,Trawler,1435708903,Trawler
366978110,128465,Trawler,Trawler,1435709012,Trawler
366979610,112481,Trawler,Trawler,1435709245,Trawler
367008260,101397,Longliner,Longliner,1435709361,Longliner
367019950,119767,Trawler,Trawler,1435709157,Trawler
367032060,119560,Trawler,Trawler,1435708819,Trawler
367037240,103984,Trawler,Trawler,1435708892,Trawler
367040470,131244,Pole and Line,Hook and Line,1435787161,Other
367050490,109370,Pole and Line,Pole and Line,1435709082,Other
367056452,124603,Trawler,Trawler,1435709180,Trawler
367056454,114815,Trawler,Trawler,1436909107,Trawler
367060330,105904,Trawler,Trawler,1435709083,Trawler
367070360,115969,Trawler,Trawler,1435709487,Trawler
367078130,123107,Trawler,Trawler,1435708921,Trawler
367079950,123678,Trawler,Trawler,1435709053,Trawler
367082010,131192,Trawler,Trawler,1435708990,Trawler
367083560,110358,Trawler,Trawler,1435709244,Trawler
367084000,120734,Purse Seiner,Single Purse Seine,1435709949,Seiner
367084590,111353,Trawler,Trawler,1435708800,Trawler
367085290,130957,Trawler,Trawler,1435709646,Trawler
367086760,113351,Trawler,Trawler,1435709491,Trawler
367088480,125229,Trawler,Trawler,1435736988,Trawler
367092390,112148,Longliner,Longliner,1437781211,Longliner
367104150,117832,Pole and Line,Pole and Line,1435868959,Other
367108560,110563,Trawler,Trawler,1435709240,Trawler
367108570,111241,Trawler,Trawler,1435709107,Trawler
367119910,108567,Trawler,Trawler,1435735903,Trawler
367124070,124322,Trawler,Trawler,1435714524,Trawler
367129120,131022,Pole and Line,Pole and Line,1441221681,Other
367134180,118845,Troller,Troller,1437598116,Other
367134190,103218,Trawler,Trawler,1436059204,Trawler
367147830,130542,Trawler,Trawler,1435709105,Trawler
367153430,107852,Trawler,Trawler,1435709001,Trawler
367155110,106013,Trawler,Trawler,1435708883,Trawler
367156340,127828,Trawler,Trawler,1435709712,Trawler
367159580,131956,Trawler,Trawler,1435709254,Trawler
367161000,119130,Trawler,Trawler,1435749346,Trawler
367161350,121222,Trawler,Trawler,1435709040,Trawler
367161930,112348,Trawler,Trawler,1435711995,Trawler
367162190,105207,Trawler,Trawler,1435709530,Trawler
367170000,112249,Purse Seiner,Single Purse Seine,1435709962,Seiner
367171990,119928,Trawler,Trawler,1435709279,Trawler
367176750,117789,Trawler,Trawler,1435736717,Trawler
367179000,122917,Purse Seiner,Single Purse Seine,1436619149,Seiner
367182240,111016,Trawler,Trawler,1435709031,Trawler
367187080,113972,Trawler,Trawler,1435708852,Trawler
367197230,105179,Troller,Troller,1435709239,Other
367309390,113115,Trawler,Trawler,1435709031,Trawler
367317000,127557,Trawler,Trawler,1435709242,Trawler
367320010,107113,Trawler,Trawler,1435708988,Trawler
367324020,131290,Troller,Troller,1435709647,Other
367324430,103438,Trawler,Trawler,1435709295,Trawler
367326360,123185,Trawler,Trawler,1435708910,Trawler
367330860,105024,Trawler,Trawler,1435709106,Trawler
367332000,102346,Trawler,Trawler,1435709128,Trawler
367340120,124951,Pole and Line,Hook and Line,1435709209,Other
367341970,119351,Trawler,Trawler,1436394327,Trawler
367344000,119564,Purse Seiner,Single Purse Seine,1435709775,Seiner
367347000,108521,Troller,Troller,1435709094,Other
367354000,116260,Trawler,Trawler,1435709075,Trawler
367355000,126806,Trawler,Trawler,1435709082,Trawler
367359220,110659,Purse Seiner,Tuna purse seiner,1435710244,Seiner
367372000,128303,Trawler,Trawler,1435709039,Trawler
367405000,121774,Trawler,Trawler,1435980781,Trawler
367433770,103189,Trawler,Trawler,1435708990,Trawler
367450580,124244,Trawler,Trawler,1435709182,Trawler
367463000,123712,Purse Seiner,Single Purse Seine,1435709949,Seiner
367466000,124268,Pole and Line,Pole and line,1435709038,Other
367466760,100093,Troller,Troller,1435709589,Other
367478000,125929,Trawler,Trawler,1435742467,Trawler
367479000,125307,Trawler,Trawler,1435709094,Trawler
367485680,130206,Longliner,Tuna longliner,1435719548,Longliner
367490000,128477,Trawler,Trawler,1435709065,Trawler
367502180,130148,Pole and Line,Pole and Line,1435954034,Other
367512170,101763,Pole and Line,Pole and line,1435709276,Other
367512180,119169,Pole and Line,Pole and line,1435709785,Other
367512510,129065,Pole and Line,Pole and line,1435709637,Other
367528000,126069,Trawler,Trawler,1435709063,Trawler
367534310,117221,Pole and Line,Pole and line,1437696765,Other
367538000,121464,Trawler,Trawler,1435709043,Trawler
367544000,124755,Trawler,Trawler,1435708870,Trawler
367544180,127334,Trawler,Trawler,1435709349,Trawler
367563000,117365,Trawler,Trawler,1435709212,Trawler
367571490,116222,Longliner,Tuna longliner,1435835600,Longliner
367603000,126809,Trawler,Trawler,1435709053,Trawler
367603130,109583,Trawler,Trawler,1435726182,Trawler
367638480,126485,Trawler,Trawler,1435709776,Trawler
367659000,121629,Trawler,Trawler,1435709061,Trawler
367662190,108782,Trawler,Trawler,1435709836,Trawler
367666000,118299,Purse Seiner,Single Purse Seine,1435710215,Seiner
367683890,114074,Trawler,Trawler,1436990920,Trawler
367694000,102268,Trawler,Trawler,1435708839,Trawler
367704000,101633,Pole and Line,Pole and Line,1435928471,Other
367721000,123844,Troller,Troller,1435708895,Other
367729000,108891,Trawler,Trawler,1435709307,Trawler
367730000,118706,Trawler,Trawler,1435708915,Trawler
367767000,124479,Purse Seiner,Single Purse Seine,1435709999,Seiner
367774000,112934,Trawler,Trawler,1435708994,Trawler
368046000,114581,Purse Seiner,Single Purse Seine,1435709956,Seiner
368085000,106741,Trawler,Trawler,1435714471,Trawler
368158000,124765,Trawler,Trawler,1435708973,Trawler
368206000,106822,Trawler,Trawler,1435708958,Trawler
368371000,130142,Trawler,Trawler,1435709225,Trawler
368409000,123383,Trawler,Trawler,1435709332,Trawler
368412000,127814,Trawler,Trawler,1435709056,Trawler
368446000,119626,Longliner,Longliner,1436070804,Longliner
368489000,129431,Purse Seiner,Single Purse Seine,1435709993,Seiner
368565000,104675,Trawler,Trawler,1435709303,Trawler
368578000,107072,Trawler,Trawler,1435709427,Trawler
368698000,128661,Trawler,Trawler,1435714557,Trawler
369354000,110088,Pole and Line,Hook and Line,1435945255,Other
369511000,116098,Trawler,Trawler,1435709243,Trawler
369515000,114092,Trawler,Trawler,1435709302,Trawler
369516000,100813,Trawler,Trawler,1435709239,Trawler
369531000,102184,Trawler,Trawler,1435709062,Trawler
369546000,129898,Trawler,Trawler,1435709301,Trawler
370070000,120537,Fishing Support Vessel,Fish Carrier,1435709359,Support
370115000,103939,Fishing Support Vessel,Fish Carrier,1435708808,Support
370178000,130673,Fishing Support Vessel,BUNKER,1435709115,Support
370599000,129189,Fishing Support Vessel,Fish Carrier,1435720391,Support
370981000,104519,Fishing Support Vessel,FISH CARRIER,1435715136,Support
371156000,104794,Fishing Support Vessel,Fish Carrier,1435712788,Support
371335000,126045,Fishing Support Vessel,FISH CARRIER,1435709169,Support
371596000,117742,Fishing Support Vessel,BUNKER,1435720108,Support
371789000,111711,Purse Seiner,Purse Seiner,1435726075,Seiner
371790000,108878,Fishing Support Vessel,FISH CARRIER,1435709412,Support
371812000,110211,Fishing Support Vessel,Fish Carrier,1435711402,Support
372199000,111440,Fishing Support Vessel,Fish Carrier,1435709969,Support
372910000,113761,Fishing Support Vessel,FISH CARRIER,1435720224,Support
373443000,123970,Fishing Support Vessel,Fish Carrier,1435715039,Support
374014000,126303,Fishing Support Vessel,FISH CARRIER,1441780036,Support
374573000,122708,Purse Seiner,Purse Seiner,1438204529,Seiner
374611000,127991,Fishing Support Vessel,Fish Carrier,1440699738,Support
412201849,102651,Longliner,Longliner,1435710045,Longliner
412209233,103033,Longliner,Longliner,1435710124,Longliner
412217989,111262,Purse Seiner,Single Purse Seine,1435709931,Seiner
412217991,109515,Purse Seiner,Single Purse Seine,1435709952,Seiner
412270001,106945,Longliner,Tuna longliner,1435712679,Longliner
412270024,112630,Purse Seiner,Single Purse Seine,1437903061,Seiner
412270057,130018,Longliner,Longliner,1436507988,Longliner
412283999,116775,Longliner,Longliner,1435966820,Longliner
412322340,132557,Fishing Support Vessel,FISH CARRIER,1435893698,Support
412328729,102996,Purse Seiner,Purse Seiner,1436235852,Seiner
412328731,102672,Purse Seiner,Tuna purse seiner,1435708886,Seiner
412329402,103333,Longliner,Longliner,1436135520,Longliner
412329403,108650,Longliner,Longliner,1435749712,Longliner
412370007,114112,Longliner,Tuna longliner,1435737584,Longliner
412370008,119874,Longliner,Tuna longliner,1435766312,Longliner
412371178,100150,Longliner,Longliner,1435737571,Longliner
412371181,124471,Purse Seiner,Single Purse Seine,1435709982,Seiner
412371182,125410,Purse Seiner,Single Purse Seine,1435709837,Seiner
412371194,114668,Purse Seiner,Single Purse Seine,1435709932,Seiner
412371197,132551,Longliner,Longliner,1435709938,Longliner
412371198,105554,Longliner,Longliner,1435709950,Longliner
412420877,108702,Longliner,Longliner,1436878207,Longliner
412420913,109391,Longliner,Longliner,1435726525,Longliner
412439604,119244,Purse Seiner,Single Purse Seine,1437030966,Seiner
412439605,100380,Purse Seiner,Single Purse Seine,1436052988,Seiner
412439607,111581,Purse Seiner,Single Purse Seine,1435709861,Seiner
412460002,110495,Longliner,Longliner,1435710104,Longliner
412926000,100888,Purse Seiner,Single Purse Seine,1435709948,Seiner
412946000,115056,Fishing Support Vessel,FISH CARRIER,1436770163,Support
413270220,117697,Longliner,Tuna longliner,1435713819,Longliner
413270430,104324,Longliner,Tuna longliner,1436504069,Longliner
413692650,103935,Fishing Support Vessel,FISH CARRIER,1435709763,Support
416000189,107032,Longliner,Tuna longliner,1436143702,Longliner
416000237,131933,Longliner,Tuna longliner,1435841432,Longliner
416000301,120572,Longliner,Tuna longliner,1435715309,Longliner
416000398,113389,Longliner,Tuna longliner,1437091519,Longliner
416000464,112140,Longliner,Tuna longliner,1437276420,Longliner
416000592,102424,Longliner,Tuna longliner,1439741222,Longliner
416000761,116201,Longliner,Tuna longliner,1436230868,Longliner
416000776,109117,Longliner,Tuna longliner,1441183934,Longliner
416000784,106350,Longliner,Tuna longliner,1437878918,Longliner
416000934,125999,Longliner,Tuna longliner,1435841298,Longliner
416000936,103058,Longliner,Tuna longliner,1437270629,Longliner
416000974,103680,Longliner,Tuna longliner,1435711263,Longliner
416000976,124687,Longliner,Tuna longliner,1437624020,Longliner
416001224,105979,Longliner,Tuna longliner,1435747897,Longliner
416001354,107520,Longliner,Tuna longliner,1436698702,Longliner
416001486,104491,Longliner,Tuna longliner,1436694251,Longliner
416001491,101282,Longliner,Tuna longliner,1440425018,Longliner
416001500,121531,Purse Seiner,Single Purse Seine,1435709451,Seiner
416001800,112970,Purse Seiner,Tuna purse seiner,1441352367,Seiner
416001833,107437,Longliner,Tuna longliner,1436143605,Longliner
416001900,124632,Fishing Support Vessel,FISH CARRIER,1435851962,Support
416001986,115947,Longliner,Tuna longliner,1437089270,Longliner
416002216,130861,Longliner,Tuna longliner,1435902144,Longliner
416002675,113385,Longliner,Tuna longliner,1435736458,Longliner
416002755,113289,Longliner,Tuna longliner,1435866639,Longliner
416002779,106290,Longliner,Tuna longliner,1435721571,Longliner
416003071,103074,Longliner,Tuna longliner,1435709447,Longliner
416004058,100842,Longliner,Tuna longliner,1435865334,Longliner
416004197,129797,Longliner,Tuna longliner,1437964027,Longliner
416004344,124913,Longliner,Tuna longliner,1435821832,Longliner
416016600,112859,Purse Seiner,Tuna purse seiner,1437015924,Seiner
416017500,127709,Purse Seiner,Purse Seiner,1435710033,Seiner
416035800,126519,Longliner,Longliner,1441417887,Longliner
416043800,126702,Purse Seiner,Tuna purse seiner,1435709957,Seiner
416194500,128745,Longliner,Tuna longliner,1435710497,Longliner
416201800,116243,Longliner,Tuna longliner,1435732087,Longliner
416209900,129247,Longliner,Tuna longliner,1437189312,Longliner
416227600,100488,Longliner,Tuna longliner,1435906149,Longliner
416233600,122506,Purse Seiner,Tuna purse seiner,1435709772,Seiner
416234800,131805,Purse Seiner,Single Purse Seine,1443165939,Seiner
416238700,114400,Purse Seiner,Purse Seiner,1435709769,Seiner
416243600,130191,Purse Seiner,Purse Seiner,1435709853,Seiner
416245700,101765,Longliner,Tuna longliner,1437573967,Longliner
416247900,130291,Purse Seiner,Single Purse Seine,1435709467,Seiner
416248600,118754,Purse Seiner,Single Purse Seine,1436843110,Seiner
416248700,107506,Purse Seiner,Single Purse Seine,1442972223,Seiner
416308000,111572,Fishing Support Vessel,FISH CARRIER,1435709542,Support
416333000,114874,Longliner,Tuna longliner,1437500208,Longliner
416411000,132635,Purse Seiner,Tuna purse seiner,1435709763,Seiner
416532000,121030,Purse Seiner,Tuna purse seiner,1435715374,Seiner
416542000,104593,Fishing Support Vessel,FISH CARRIER,1435763131,Support
416569000,127441,Purse Seiner,Tuna purse seiner,1435710007,Seiner
416574000,101764,Purse Seiner,Purse Seiner,1435710140,Seiner
416696000,124719,Fishing Support Vessel,FISH CARRIER,1435714894,Support
416702000,107279,Fishing Support Vessel,FISH CARRIER,1435728110,Support
416730000,117556,Fishing Support Vessel,FISH CARRIER,1435718829,Support
416778000,129128,Fishing Support Vessel,FISH CARRIER,1436152736,Support
416836000,126229,Purse Seiner,Purse Seiner,1435743495,Seiner
416891000,129365,Longliner,Longliner,1441415817,Longliner
416894000,101991,Purse Seiner,Tuna purse seiner,1435709079,Seiner
416899000,119203,Purse Seiner,Purse Seiner,1436853998,Seiner
431022000,128931,Longliner,Tuna longliner,1435709693,Longliner
431100850,100821,Purse Seiner,Single Purse Seine,1435715140,Seiner
431116000,101632,Longliner,Tuna longliner,1435716264,Longliner
431159000,107662,Purse Seiner,Single Purse Seine,1435709400,Seiner
431187000,123956,Purse Seiner,Purse Seiner,1435883470,Seiner
431200740,127521,Longliner,Tuna longliner,1438237039,Longliner
431253000,118123,Longliner,Tuna longliner,1435716481,Longliner
431331000,109368,Purse Seiner,Single Purse Seine,1435715060,Seiner
431380000,122703,Longliner,Tuna longliner,1435710249,Longliner
431382000,103811,Longliner,Tuna longliner,1435720161,Longliner
431395000,103011,Longliner,Tuna longliner,1435712974,Longliner
431399000,131210,Purse Seiner,Single Purse Seine,1435709204,Seiner
431490000,132278,Longliner,Tuna longliner,1435726108,Longliner
431500040,115231,Longliner,Tuna longliner,1435731658,Longliner
431500470,118191,Longliner,Tuna longliner,1435709274,Longliner
431500530,114376,Longliner,Tuna longliner,1435709695,Longliner
431500911,123233,Pole and Line,Pole and line,1435771716,Other
431602890,114838,Longliner,Tuna longliner,1442294561,Longliner
431678000,130842,Fishing Support Vessel,Fish Carrier,1435709412,Support
431693000,116209,Pole and Line,Pole and line,1435709254,Other
431700550,129715,Longliner,Tuna longliner,1435709212,Longliner
431701010,107004,Longliner,Tuna longliner,1435709514,Longliner
431769000,128555,Pole and Line,Pole and line,1435715009,Other
431770000,110123,Pole and Line,Pole and line,1436287036,Other
431782000,102919,Longliner,Tuna longliner,1435715110,Longliner
431801000,112683,Pole and Line,Pole and line,1435714986,Other
431802000,131866,Longliner,Tuna longliner,1435709812,Longliner
431812000,120371,Purse Seiner,Single Purse Seine,1435715329,Seiner
431838000,118434,Longliner,Tuna longliner,1435711932,Longliner
431853000,103316,Longliner,Tuna longliner,1435709750,Longliner
431866000,128450,Purse Seiner,Single Purse Seine,1435757778,Seiner
431869000,129678,Longliner,Tuna longliner,1435731713,Longliner
431889000,111272,Longliner,Tuna longliner,1435712099,Longliner
431914000,115140,Pole and Line,Pole and line,1435715262,Other
431927000,103329,Longliner,Tuna longliner,1435712890,Longliner
432228000,125220,Longliner,Tuna longliner,1435734159,Longliner
432282000,125500,Longliner,Tuna longliner,1435716381,Longliner
432343000,115464,Longliner,Tuna longliner,1435726169,Longliner
432411000,108412,Longliner,Tuna longliner,1435711172,Longliner
432447000,106303,Longliner,Tuna longliner,1435708957,Longliner
432453000,119353,Longliner,Tuna longliner,1435709760,Longliner
432461000,117810,Longliner,Tuna longliner,1435725972,Longliner
432468000,114931,Longliner,Tuna longliner,1435726065,Longliner
432549000,124745,Purse Seiner,Single Purse Seine,1435711050,Seiner
432856000,123904,Longliner,Tuna longliner,1435709835,Longliner
432918000,116630,Longliner,Tuna longliner,1435977152,Longliner
432924000,108145,Longliner,Tuna longliner,1435976420,Longliner
432936000,113036,Longliner,Tuna longliner,1435737375,Longliner
432942000,125292,Longliner,Tuna longliner,1435710888,Longliner
432948000,118587,Purse Seiner,Single Purse Seine,1435711020,Seiner
432966000,103844,Purse Seiner,Single Purse Seine,1435709597,Seiner
432971000,105559,Longliner,Tuna longliner,1435710264,Longliner
432991000,129439,Longliner,Tuna longliner,1435712927,Longliner
